Date,Small Size Low BE/ME,Small Size 2 BE/ME,Small Size 3 BE/ME,Small Size 4 BE/ME,Small Size High BE/ME,2 Size Low BE/ME,2 Size 2 BE/ME,2 Size 3 BE/ME,2 Size 4 BE/ME,2 Size High BE/ME,3 Size Low BE/ME,3 Size 2 BE/ME,3 Size 3 BE/ME,3 Size 4 BE/ME,3 Size High BE/ME,4 Size Low BE/ME,4 Size 2 BE/ME,4 Size 3 BE/ME,4 Size 4 BE/ME,4 Size High BE/ME,Big Size Low BE/ME,Big Size 2 BE/ME,Big Size 3 BE/ME,Big Size 4 BE/ME,Big Size High BE/ME
199608,60.3,62.38,65.5,59.48,41.78,279.17,300.95,305.61,319.47,300.63,708.65,751.34,744.21,726.28,776.3,1906,1928.77,1916.9,1875.89,1729.03,14909.85,12968.88,11441.46,8220.76,8169.02
199609,62.97,65.16,67.54,61.7,43.61,299.68,318.77,316.28,333.33,315.87,766.32,799.81,787.54,768.78,813.19,2013.88,2031.54,2025.3,1968.9,1780.31,15211.48,13249.6,11811.47,8375.93,8407.77
199610,64.76,66.7,69.17,63.83,44.64,316.15,323.48,323.2,346.18,326.81,827.06,831.26,817.08,779.73,826.02,2132.93,2122.6,2096.92,2029.78,1829.62,16349.87,13976.52,12397.5,8581.6,8475.24
199611,61.02,65.65,68.65,64.43,44.73,301.47,315.61,326.84,351.42,328.5,774.5,805.45,828.8,788.23,823.49,2056.94,2141.6,2130.53,2070.86,1884.98,16479.18,14324.55,12994.98,8994.69,8825.71
199612,60.99,66.81,70.65,67.21,46.66,306.31,321.22,345.2,359.91,343.71,790.19,849.76,890.55,817.12,862.82,2177.57,2270.69,2272.53,2186.95,2002.02,17745.66,15317.68,14216.61,9631.33,9274.83
199701,60.5,67.75,72.26,68.34,47.52,313.03,323.31,356.33,367.3,349.73,786.5,855.35,908.72,818.92,864.37,2137.75,2257.33,2270.08,2186.68,2038.44,17518.67,15036.99,13896.25,9476.32,9109.61
199702,64.32,71.42,76.57,71.66,49.23,325.56,334.88,358.87,370.18,356.74,793.85,875.61,925.19,845.76,885.59,2189.31,2354.88,2346.24,2227,2090.44,18928.38,15862.2,14608.05,9993.22,9306.76
199703,61.35,67.94,74.59,71.51,49.42,296.8,325.18,359.32,374.66,357.86,739.73,869.74,933.08,853.67,893.23,2109.9,2388.95,2372.01,2267.47,2139.8,19031.81,15841.11,14491.77,10169.8,9530.87
199704,55.33,62.98,71.38,70.24,48.49,269.09,309.87,351.49,365.95,350.97,678.98,836.59,899.09,837.08,869.34,1959.34,2281.16,2271.52,2189.46,2053.54,17941.09,15146.75,14312.52,9638.11,9093.13
199705,52.47,61.09,69.48,68.45,46.95,257.54,307.07,354.67,369.79,351.23,668.88,857.41,932.41,832.82,887.9,2010.9,2320.91,2345.01,2234.25,2075.51,19328.09,15865.06,15053.07,10072.81,9229.37
199706,58.8,68.23,75.99,73.44,51,302.36,343.76,388.37,403.27,379.06,772.66,943.58,997.5,895.68,932.28,2205.1,2499.92,2477.6,2392.42,2213.09,20762.23,16941.01,15794.88,10780.81,9666.52
199707,73.35,76.36,77.76,69.88,48.24,383.1,390.74,383.25,368.27,360.3,854.33,877.57,863.79,860.55,865.44,2174.43,2275.81,2138.58,2163.78,2124.22,21840.83,15563.16,15472.56,9299.63,9662.79
199708,76.51,80.99,82.14,74.2,51.3,403.29,414.94,397.39,388.51,377.79,899.72,941.28,916.77,909.14,918.19,2316.87,2456.85,2303.15,2323.32,2241.34,23567.84,16974.75,16721.67,9976.43,10328.57
199709,80.89,84.79,84.77,76.91,53.49,416.9,424.48,411.39,398.6,390.34,920.73,957.61,922.73,908.12,923.66,2313.64,2482.61,2293.21,2258.81,2244.02,21836.2,16260.48,15910.31,9431.15,10015.09
199710,89.88,92.52,93.21,83.13,58.38,449.9,455.83,444.71,431.6,413.98,982.56,1032.94,978.38,978.55,971.2,2436.04,2594.25,2445.57,2367.67,2333.67,22861.04,17180.14,16782.08,10069.39,10617.21
199711,85.01,89.63,89.21,81.86,57.71,418.4,434.33,426.41,419.26,401.65,924.84,989.52,938.56,954.36,948.41,2272.92,2442.82,2380.25,2261.91,2230.02,22350.9,16349.97,16244.67,10016.99,10364.46
199712,81.8,86.44,88.27,81.71,57.63,404.15,424.21,423.3,418.59,399.21,893.43,968.79,957.95,973.42,962.05,2302.43,2455.41,2431.87,2318.92,2339.43,23515.02,17467.69,16434.52,10384.1,10619.91
199801,77.7,83.8,87.04,82.69,57.98,401.18,415.12,435.26,427.27,414.37,901.95,959.63,981.34,1001.95,1005.65,2266.57,2512.84,2496.52,2449.6,2396.21,23696.54,17918.62,16819.62,10685.99,11244.44
199802,78.33,82.54,86.1,81.72,57.59,401.49,407.69,428.4,410.5,405.25,899.8,927.59,965.53,963.97,1006.83,2232.77,2511.84,2438.45,2445.51,2380.47,24632.73,17863.39,16244.09,10732.09,11189.34
199803,82.68,87.57,91.1,86.28,62.21,437.8,436.96,463.87,443.38,430.57,976.98,1007.99,1041.45,1043.91,1079.46,2452.98,2692.12,2628.1,2578.99,2497.21,26469.32,18863.77,17641.39,11559.85,11929.36
199804,87.13,92.83,94.79,88.5,65.44,456.95,464.75,476.85,463.7,446.55,1016.23,1030.38,1092.34,1090.81,1149.81,2538.75,2836.74,2755.56,2679.13,2673.37,27650.15,19987.16,18713.01,12372.16,12813.79
199805,89.42,96.24,97.49,90.44,67.37,457.2,475.39,479.46,476.64,456.03,1041.24,1033.23,1087.26,1093.05,1142.16,2525.23,2843.13,2776.34,2700.52,2662.16,27950.97,20205.19,19248.43,12485.35,12824.8
199806,84.19,90.68,93.16,87.84,65.78,417.96,448.36,451.53,462.23,436.05,966.37,962.83,1034.68,1050.66,1104.41,2388.22,2753.48,2672,2627.11,2574.44,27325.08,19742.71,18692.65,12763.53,12784.75
199807,84.6,90.11,87.16,74.91,53.27,425.5,422.32,404.49,427.53,411.29,979.5,999.03,969.81,988.01,962.59,2621.42,2551.56,2505.54,2685.95,2469.43,29009.5,21765.1,16102.81,12761.78,12403.1
199808,78.64,83.57,81.81,69.78,50.6,392.42,386.73,369.93,391.4,381.27,902.02,920.03,893.97,907.44,891.48,2474.01,2404.06,2358.08,2553.51,2346.62,29281.91,21784.61,15506.68,12223.56,12231.99
199809,57.03,65.59,65.6,56.53,41.77,294.23,307.51,303.46,317.96,322.1,689.07,729.57,725.95,758.85,757.61,1979.13,1909.83,1916.33,2220.92,2139.07,25372.95,18207.06,12749.27,10141.84,10845.37
199810,61.38,68.66,68.36,57.69,42.87,328.68,326.56,317.66,336.95,333.36,760.07,768.66,776.91,789.83,784.27,2107.67,2000.01,2033.85,2318.09,2290.74,27464.02,18709.27,13348.37,10664.9,11566.37
199811,63.9,70.5,69,59.14,43.92,344.8,345.19,325.65,348.35,337.27,788.26,823.16,815.17,814.46,802.72,2283.41,2206.03,2148.2,2403.98,2347.4,29577.26,20707.91,14076.06,11243.8,11608.18
199812,71.16,76.37,73.5,63.64,47.61,375.69,365.46,334.82,368.42,346.38,855.72,878.78,839.13,828.3,819.61,2453.47,2260.44,2222.09,2494.53,2412.79,31813.48,21902.65,14995.48,11486.88,12089.55
199901,73.99,78.9,75.23,64.31,48.88,404.62,381.21,343.87,380.68,365.65,955.49,939.39,862.69,863.59,848.75,2706.94,2348.93,2279.17,2605.54,2449.74,34832.82,23090.5,14483.61,11817,12537.91
199902,81.7,82.31,79.5,66.38,51.8,429.3,386.08,337.42,375.79,360.33,994.91,963.92,854.72,825.75,817.46,2746.58,2303.33,2184.87,2524.41,2338.96,36977.23,23747.45,14712.71,11574.5,12821.17
199903,76.12,76.57,74.6,62.8,48.76,387.58,351.93,313.09,335.95,335.66,905.89,882.41,801.05,767.55,774.84,2554.29,2231.11,2114.69,2419.86,2273.97,35079.05,23588.66,14739.08,11507.33,12349.45
199904,74,72.37,74.14,60.53,47.8,388.15,349.73,314.95,330.97,332.15,943.9,910.1,814.44,751.8,769.24,2643.31,2278.24,2196.84,2409.32,2274.07,36778.88,24257.35,15700.44,11922.89,12426.05
199905,80.11,78.56,83.42,67.26,52.3,429.74,375.24,343.72,361.01,358.71,1010.14,1029.69,910.45,822.13,831.03,2816.29,2526.68,2401.46,2569.92,2524.05,36856.73,26098.77,17100.47,12812.1,13174.97
199906,82.11,80.83,84.52,68.6,55.37,428.6,386.85,344.45,372.06,376.91,1009.31,1018.37,922.28,838.82,866.03,2884.44,2483.96,2405.09,2561.67,2544.53,35438.39,25782,16927.62,13004.02,13051.93
199907,79.34,80.78,75.04,63.44,46.91,394.71,378.92,390.65,373.89,382.51,938.98,912.18,898.38,905.6,914.22,2515.02,2233.81,2629.75,2600.99,2529.23,34838.68,23839.12,13824.35,12501.78,9354.91
199908,81,82.51,75.38,63.99,47.98,385.47,377.57,386.2,362.27,368.3,908.31,893.43,878.66,893.99,916.99,2447.44,2162.89,2615.63,2582.42,2503.98,33863.42,23030.17,13526.28,11940.04,8851.96
199909,78.73,81.15,72.9,62.78,46.47,369.46,360.35,375.03,348.53,354.52,885.23,841.23,840.24,863.61,922.76,2400.76,2062.99,2509.45,2531.19,2393.07,34207.87,22442.22,13266.66,11730.96,8776.67
199910,81.16,80.68,72.46,60.55,44.36,367.54,366.4,372.54,335.97,347.8,914.64,844.72,811.69,814.81,897.47,2436.67,1975.42,2386.28,2409.15,2342.56,33427.42,21910.51,12385.37,10824.44,8129.67
199911,81.5,79.31,71.81,59.63,43.21,371.7,360.23,371.82,325.97,326.14,930.1,835.31,803.41,806.39,885.24,2650.14,1984.93,2421.13,2470.01,2413.89,35747.16,24020.58,12929.35,11319.76,8604.19
199912,96.26,88.1,78.58,63.2,46.55,416.17,385.26,398.68,332.45,338.01,1044.87,880.25,791.06,797.18,891.3,2949.89,1971.62,2381.23,2468.63,2459.26,37443.59,23186.66,12666.18,10595.9,8236.14
200001,120.43,109.3,86.75,68.45,50.48,485.23,431.08,424.64,335.64,363.5,1220.04,926.89,793.84,815.39,926.61,3568.88,2042.03,2448.56,2574.68,2561.43,40498.64,23642.76,13233.76,10596.74,8065
200002,133.2,116.48,88.23,71.82,52.65,491.38,412.82,421.59,334.56,348.03,1176.72,861.29,759.11,789.6,878.37,3444.43,1972.39,2341.21,2446.92,2331.07,38376.65,22632.52,13006.27,9955.9,8133.06
200003,187.59,162.02,111.09,85.09,59.9,625.15,483.21,454.74,366.92,387.34,1453.28,920.92,776.38,773.7,872.84,4358.34,1974.53,2322.1,2538.89,2168.22,38566.95,21375.82,11939.48,8810,7361.66
200004,162.11,130.42,100.71,79.71,58.32,540.27,462.76,446.32,361.82,391.96,1230.99,966.89,856.03,812.13,972.59,4229.86,2204.42,2693.06,2772.11,2429.55,42295.91,23502.5,12844.55,10108.35,7906.89
200005,124.84,108.04,88.76,72.76,50.69,464.73,424.91,431.99,360.58,377.88,1117.72,973.76,832.89,845.44,974.2,3923.8,2154.23,2740.92,2803.99,2416.02,40348.57,22719.62,12164.37,10677.87,8683.31
200006,107.72,99.92,82.43,67.78,46.55,402.13,396.67,400.33,340.21,370.77,1062.45,940.02,802.5,833.38,1001.45,3605.34,2135.94,2625.81,2855.34,2478.9,38431.62,23027.17,11837.97,10584.24,8700.85
200007,73.68,70.54,65.37,55.27,40.79,359.62,352.43,352.52,345.69,343.05,888.59,908.34,900.14,891.01,888.63,2337.34,2438.7,2425.68,2445.13,2637.82,37256.69,17559.33,13193.23,12971.95,8257.28
200008,67.91,69.21,65.92,55.94,41.44,332.09,350.55,357.48,350,345.61,796.4,906.66,925.45,918.98,960.79,2172.59,2408.58,2483.84,2493.51,2705.95,36218.31,17855.45,13600.25,13769.39,8514.17
200009,74.5,74.46,68.43,59.46,43.48,357.63,363.13,377.05,370.16,367.55,859.54,993.84,974.43,999.53,996.26,2472.05,2547.74,2599.02,2671.78,2882.2,39100.96,19311.32,15024.7,14304.96,9219.83
200010,67.55,73.14,65.83,59.38,43.81,341.92,352.82,375.89,369.78,351.32,769.3,969.21,987.5,1017.56,992.5,2245.43,2518.57,2552.34,2707.67,2893.03,36825.5,18978.26,15430.99,15483.87,9118.84
200011,60.05,65.84,63.48,56.38,42.45,310.69,346.01,369.04,370.92,344.98,691.49,943.11,982.97,1017.07,1024.39,2122.85,2566.53,2638.67,2712.62,2861.73,36142.31,19257.7,15496.46,15628.36,9393.78
200012,48.17,58.05,59.24,53.53,40.69,253.38,314.84,354.62,361.04,333.26,555.91,864.17,951.29,1017.42,1049.21,1746.08,2507.46,2643.93,2747.27,2891.05,32295.12,17777.38,14893.17,15542.13,9046.71
200101,44.35,59.05,60.52,55.16,41.44,252.29,338.52,400.7,398.28,370.32,571.54,974.46,1071.33,1172.17,1115.31,1829.8,2745.4,2949.85,3057.16,3244.42,31582.87,19207.93,15835.2,16664.32,9216.73
200102,56.72,69.9,68.64,61.26,47.13,289.75,369.55,413.4,415.51,395.29,645.61,997.46,1063.99,1121.22,1174.66,1959.47,2793.53,2945.03,2978.02,3204.61,32691.61,20220.87,16456.19,16305.56,8918.17
200103,49.43,65.47,67.1,61.56,47.36,251.33,357.64,405.73,410.96,403.99,540.4,948.61,1075.26,1124.3,1185.72,1668.56,2735.86,2870.25,3005.27,3229.78,28724.61,19445.06,16248.44,16796.97,9244.29
200104,44.25,65.76,66.06,61.67,47.12,234.19,355.56,392.98,404.03,400.59,477.88,907.49,1038.53,1090.68,1194.24,1467.08,2639.96,2810.24,2953.7,3218.53,26343.79,18990.12,16045.05,16226.67,9087.63
200105,49.08,71.42,67.96,64.11,50.84,261.17,374.26,419.25,419.15,428.22,539.18,991.32,1091.8,1136.08,1261.92,1709.05,2830.09,2942.02,3213.67,3432.08,28771.3,19944.46,16545.66,16900.35,9418.91
200106,57.07,79.74,73.89,72.29,55.98,268.49,384.49,431.37,442.36,449.95,563.67,1001.71,1103.41,1145.67,1280.92,1793.64,2960.56,3001.18,3281.87,3279.25,28864.24,20216.14,16633.72,16920.58,9821.14
200107,92.41,90.95,90.57,68.83,48.15,465.99,476.84,452.91,444.64,427.11,1136.48,1173.94,1150.29,1070.65,1115.78,3081.66,2993.76,2869.52,2823.07,2882.65,39931.32,19312.19,18154.63,10832.04,17993.84
200108,85.47,86.22,90.4,68.47,48.81,418.56,439.54,425.98,431.36,406.99,1033.88,1118.74,1123.75,1061.93,1110.2,2935.68,2947.52,2905.36,2845.66,2924.8,39399.71,19242.12,17682.82,10509.49,18635.05
200109,78.9,82.41,87.32,67.73,48.58,377.81,415.66,419.03,424.37,402.23,961.75,1086.03,1088.74,1049.4,1098.2,2713.51,2820.84,2806.45,2782.39,2709.22,36488.46,18372.11,17060.81,9930.19,17128.54
200110,65.94,70.63,79.59,61.05,42.06,303.87,353.62,365.53,361.44,332.77,811.93,930.66,966.21,921.45,888.95,2278.25,2452.01,2498.78,2399.44,2343.39,33777.72,16320.09,15549.73,9417.26,16102.12
200111,73.07,76.71,84.71,63.6,44.15,337.02,386.39,381.71,371.85,344.51,915.47,989.72,992.19,956.62,977.19,2481.19,2504.54,2535.45,2463.7,2275.4,34918.73,16123.17,15576.33,9349.48,14467.6
200112,78.66,83.39,88.72,67.53,47.39,373.58,415.48,407.1,408.3,384.16,1001.66,1062.06,1048.52,1034.15,1088.55,2745.19,2713.58,2716.3,2689.42,2451.37,37788.18,17250.11,16417.48,9879.43,16387.46
200201,89.34,89.66,94.14,71.59,51.61,404.01,440.02,434.73,439.16,415,1054.94,1126.07,1114.62,1093.4,1160.68,2855.61,2852.27,2902.61,2788.96,2528.9,37975.14,17602.45,16839.49,9892.04,16703.41
200202,82.45,90.67,96.46,74.62,54.8,379.36,431.65,438.17,440.39,420.84,1002.85,1108.22,1105.41,1108.37,1199.49,2764.31,2815.83,2939.53,2845.61,2509.52,37701.09,17261.96,16294.01,9874.07,15955.11
200203,75,85.69,93.99,72.99,53.08,342.8,411.89,434.68,443.08,419.86,926.86,1090.61,1114.62,1103.51,1261.77,2631.63,2863.09,2978.71,2793.23,2745.34,36638.96,17342.75,16557.1,9308.32,14840.84
200204,80.73,94.6,100.65,78.92,58.86,375.62,447.85,468.95,480.58,476.73,1004.4,1157.8,1206.89,1189.02,1380.44,2799.8,3064.47,3145.89,2948.77,2933.56,37720.8,18255.53,17373.93,9929.09,15337.01
200205,73.35,95.25,102.56,81.86,62.8,357.72,451.77,486.92,498.72,500.45,956.48,1179.76,1231.24,1192.64,1365.17,2706.03,3078.86,3141.45,2865.26,2985.76,34736.01,17601,17203.1,9720.02,13433.88
200206,68.44,89.42,101.61,81.95,63.14,329.97,426.41,465.09,479.72,471.37,898.95,1133.2,1192.41,1163.99,1342.94,2635.25,3072.26,3097.86,2827.98,3010.96,34241.34,17592.07,17550.91,9667.85,13163.56
200207,103.12,121.29,111.16,79.85,55.42,531.22,541.93,534.66,557.3,529.61,1222.43,1211.01,1212.17,1166.18,1178.13,3060.29,3074.9,2889.79,2849.09,2956.26,32543.18,26284.21,18666.5,13121.86,15146.24
200208,85.26,101.55,96.95,72,48.75,444.92,450.88,458.26,473.38,424.21,1127.07,1095.95,1074.15,999,986.79,2747.9,2799.31,2601.6,2475.42,2535.25,30796.23,23923.95,16948.54,11858.03,13266.62
200209,85.87,99.44,95.46,71.4,47.81,446.68,452.07,457.51,477.54,421.12,1120.81,1102.2,1100.29,1015.39,1026.49,2715.96,2806.31,2582.39,2508.87,2637.79,30821,23969.69,17177.11,12191.61,14049.84
200210,77.81,92.12,88.61,67.12,44.45,410.01,417.21,432.37,437.55,386.82,1031.3,999.18,1002.34,927.88,924.28,2478.47,2547.58,2278.1,2182.89,2170.08,27466.77,21082.04,15538.03,11246.81,12845.24
200211,82.8,96.99,90.77,68.07,45.54,448.93,429.52,446.52,442.49,377.2,1097.78,1037.58,1048.52,953.77,932.96,2656.15,2672.14,2357.36,2223.75,2228.77,30312.2,22820.36,16158.69,11660.82,13615.93
200212,98.47,110.53,99.4,73.65,50.41,512.48,469.68,476.52,470.07,408.6,1207.62,1116.38,1110.11,1013.17,1016.86,2914.54,2864.71,2579.1,2405.75,2491.15,31784.46,23908.28,17098.43,12306.23,14693.52
200301,88,105.34,94.74,71.94,49.53,458.72,433.51,456.37,456.54,395.8,1113.66,1071.79,1070.02,984.85,956.32,2699.96,2713.11,2426.77,2339.97,2480.69,29519.43,22923.01,16296.27,11941.91,13667.55
200302,88.03,105.62,92.96,72.79,49.59,444.21,415.92,446.26,442.61,388.93,1087.34,1027.46,1036.53,938.52,924.18,2653,2637.41,2422.28,2287.43,2319.4,28691.56,22287,15847.39,11621.4,12652.5
200303,83.98,103.3,91.4,72.17,48.98,431.62,408.79,437.33,429.54,353.99,1049.58,1017.29,1001.58,897.87,893.1,2589.12,2562.7,2397.86,2252.03,2170.26,28561.66,21629.46,15037.98,11207.34,12063.35
200304,87.31,103.5,92.87,73.66,49.23,443.29,409,438.12,436.06,360.32,1072.22,1018.99,1010.62,910.72,894.98,2623.63,2537.68,2384.98,2294.94,2110.34,29002.37,21328.47,15246.34,11276.09,11726.74
200305,98.15,115.22,101.02,79.72,54.99,492.04,449.12,477.68,475.79,394.99,1167.77,1109.95,1099.3,1018.71,990.92,2860.53,2732.56,2578.66,2520.2,2269.36,31265.74,22887.92,16721.95,12115.55,13145.09
200306,119.08,133.82,112.3,86.93,62.4,552.08,503.56,520.39,515.85,441.19,1272.18,1204.64,1198.54,1118.38,1079.01,3149.08,2996.81,2827.67,2739.07,2478.6,32447.94,24484.14,17770.75,12891.15,14107.52
200307,115.63,139.6,113.94,92.88,64.23,534.69,544.65,521.86,516.89,520.47,1181.81,1199.29,1227.9,1261.94,1200.97,2935.78,3054.13,2832.75,2830.25,2957.73,31175.03,27942.4,21642.09,16731.82,11937.64
200308,126.54,150.98,124.13,101.36,69.84,587.08,572.28,555.27,553.1,558.63,1272.5,1256.8,1240.18,1309.06,1232.73,3061.37,3155.16,2953.91,2968.4,2948.04,31680.7,28826.19,21623.85,16578.67,11962.27
200309,131.94,158.46,128.95,107.14,75.18,611.75,595.27,582.71,579.36,588.31,1328.39,1303.59,1298.61,1406.76,1344.75,3214.58,3282.16,3082.91,3121.59,3142.48,32204.54,29206.78,21784.3,16896.22,12261.61
200310,136.88,159.32,129.66,110.42,79.24,602.88,578.04,569.78,555.7,584.6,1291.86,1264.28,1279.59,1372.91,1327.62,3157.36,3194.31,3073.63,3090.1,3154.13,31939.27,28899.95,21345.82,16500.82,11891.98
200311,145.81,171.53,140.87,122.96,89.17,662.11,618.76,611.91,605.51,645.31,1405.57,1354.12,1365.68,1489.9,1495.96,3426.41,3480.28,3305.89,3341.81,3400.35,33462.74,30850.8,23003.65,17380.99,12248.33
200312,150.22,178.83,147.7,127.92,96.51,674.06,644.59,625.58,626.14,670.09,1448.76,1408.09,1397.07,1561.64,1529.17,3471.74,3584.07,3441.5,3463.77,3498.44,33646.22,31150.92,23190.51,17422.08,12593.86
200401,150.81,182.86,152.79,130.53,101.14,683.94,659.14,639.99,638.46,702.1,1435.48,1439.98,1447.26,1616.74,1636.21,3482.61,3711.37,3523.99,3584.81,3701.47,34907.91,33042.81,24350.5,18523.71,13608.56
200402,159.82,192.97,161.74,139.28,110.17,703.01,680.86,666.06,666.88,737.11,1484.77,1470.94,1459.74,1680.86,1733.08,3564.81,3786.03,3619.62,3704.88,3793.83,35664.66,33494.29,24843.94,18813.24,13868.6
200403,160.44,193.44,162.86,141.03,110.55,706.75,692.91,668.68,664.51,746.08,1486.54,1502.69,1512.29,1714.98,1743.96,3650.82,3823.55,3722.04,3816.62,3872.49,35890.07,34251.36,25379.57,18863.29,14378.36
200404,157.61,192.91,163.04,141.43,110.44,720.63,700.15,668.28,670.97,758.67,1514.68,1508.69,1512.41,1726.45,1747.14,3643.73,3819.63,3734.86,3818.22,3805.96,35074.94,33690.55,24693.71,19040.58,14098.09
200405,151.49,183.98,155.9,134.06,104.08,687.17,671.07,650.97,639.09,702.79,1479.73,1461.53,1461.79,1631.03,1637.87,3553.78,3655.96,3631.7,3683.25,3679.03,35041.69,32961.01,23791.17,18520.68,14156.41
200406,148.47,182.91,155.08,133.91,105.58,700.63,679.69,658.23,648.24,725.12,1500.96,1500.11,1484.46,1635.48,1663.45,3607.46,3726.15,3676.93,3749.09,3792.52,35615.39,33166.93,23741.01,18442.33,14193.8
200407,180.99,198.69,180.04,131.23,108.91,797.06,789.36,776.09,771.4,735.18,1681.36,1683.95,1634.92,1578.01,1723.4,4156.04,3905.28,3665.95,3523.07,3828.63,39662.26,31502.24,21475.01,21667.74,17889.78
200408,158.64,182.1,170,123.46,105.19,721.4,729.79,742.45,725.11,710.87,1530.46,1582.87,1577.57,1555.94,1647.41,3884.62,3724.5,3464.2,3321.65,3823.18,37759.49,30728.47,21033.11,21431.09,17608.29
200409,156.96,180.72,167.17,121.31,103.39,689.31,717.75,746.99,724.56,713.09,1494.78,1560.4,1585.62,1550.52,1634.38,3830.55,3684.47,3458.96,3299.23,3859.72,37528.31,31523.93,21163.18,21590.64,17664.96
200410,165.14,188.25,175.13,126.29,106.98,742.26,754.78,788.76,756.55,741.65,1560.19,1614.83,1648.48,1608.88,1677.13,3938.43,3773.22,3607.62,3425.47,3942.22,37507.93,31805.52,22150.16,21843.83,17593.47
200411,168.22,191.94,180.1,127.05,108,769.29,774.89,795.88,765.95,762.33,1596.4,1691.7,1669.3,1601.99,1703.57,4076.06,3893.03,3692.62,3441.03,3930.77,38019.32,32263.95,22607.37,21826.15,18152.81
200412,185.97,209.31,194.49,135.64,119.15,826.9,834.86,868.02,840.61,848.14,1682.17,1801.75,1798.69,1735.72,1853.25,4284.44,4143.79,3959.13,3784.15,4234.06,38675.77,34131.71,23548.31,22811.35,19123.68
200501,196.22,218.34,201.85,141.43,127.89,858.5,860.03,884.47,862.36,878.94,1772.53,1873.81,1826.66,1772.09,1916.67,4462.61,4327.06,4141.73,3899.04,4358.87,40070.45,35517.23,23818.79,23711.55,19800.76
200502,183.79,208.63,196.14,137.5,126.66,809.21,831.85,857.02,843.98,850.5,1709.41,1804.58,1761.79,1763.51,1870.37,4335.79,4136.15,4051.48,3794.24,4299.4,38671.11,34992.58,23637.98,23086.54,19571.17
200503,181.1,208.35,195.78,140.76,132.35,826.3,839.08,883.39,886,873.29,1719.69,1837.98,1795.32,1826.04,1916.46,4425.73,4198.35,4138.83,3984.28,4456.17,38788.07,36408,24458.81,23490.43,20503.53
200504,170.08,202.44,189.63,138.86,128.72,792.03,817.52,862.46,879.81,848.68,1685.53,1794.38,1760.25,1757.61,1919.46,4351.5,4190.89,4130.62,3840.38,4417.66,38348.72,34964.4,24032.14,23266.26,20584.16
200505,160.72,189.81,179.73,129.11,119.91,733.53,764.75,811.96,817.59,798.05,1589.14,1729.65,1659.87,1665.56,1843.67,4184.95,4007.55,3945.99,3685.32,4311.21,37955.79,34220.4,23083.67,23112.23,20019.51
200506,172.32,201.21,188.6,134.08,126.49,804.5,819.12,869.77,866.07,846.41,1664.53,1835.62,1747.9,1735.07,1958.26,4437.12,4229.54,4210.89,3888.81,4456.08,39382.93,35009.43,23636.6,23461.09,20599.42
200507,192.75,206.34,191.65,168.26,127.46,900.96,909.95,908.96,924.27,918.34,1832.78,1833.93,1811.31,1931.75,1956.29,4475.33,4585.33,4232.89,4257.58,4415.89,33646.5,41503.38,28509.75,27179.94,20188.11
200508,208.24,222.21,203.23,181.03,138.19,956.34,970.28,976.47,983.91,981.15,1912.54,1942.98,1926.36,2043.76,2031.42,4762.65,4831.78,4457.08,4479.73,4597.22,35210.11,42841.52,29523.6,28081.99,21208.56
200509,203.28,221.15,203.38,178.4,137.4,936.29,948.56,965.45,966.61,964.05,1867.37,1930.88,1910.86,2006.34,2018.67,4680.33,4830.26,4427.83,4441.12,4591.9,34520.95,42398.04,29411.28,27827.71,21453.64
200510,205.66,224.36,205.78,180.03,136.86,938.66,959.64,966.71,977.7,966.9,1856.05,1964.83,1934.09,2010.11,2021.15,4689.19,4872.03,4400.21,4638.09,4677.03,34173.84,42865.64,29791.74,28135.26,22090.68
200511,197.32,218.45,199.19,177.8,133.28,900.88,943.81,934.37,956.94,930.8,1796.57,1878.01,1908.55,1941.11,1932.35,4634.8,4740.86,4248.53,4431.73,4471.15,34033,41808.89,29536.64,28155.52,21061.76
200512,208.67,229.58,208.82,185.05,136.83,954.23,976.18,977.39,1000.86,953.35,1925.32,1985.25,2007,2010.15,1999.66,4902.97,4943.29,4385.24,4587.83,4577.05,35306.57,43317.67,30525.68,29238.71,21340.08
200601,209.18,229.98,208.31,186.88,138.79,952.86,967.47,971.91,1001.1,938.46,1932.73,2002.82,1991.82,2019.61,2018.45,4935.29,5007.72,4424.37,4639.31,4647.23,34912.59,43460.77,30831.81,29779.32,21330.63
200602,233.78,251.7,224.56,201.63,151.55,1024.38,1048.98,1070.14,1095.77,1015.08,2030.48,2174.32,2147.39,2132.5,2129.29,5166.19,5263.59,4613.37,4856,4843.24,35370.02,44057.44,31586.29,30648.06,22824.84
200603,231.9,255.77,221.82,199.38,152.54,1023.57,1044.63,1065.91,1087.24,996.86,2029.21,2152.45,2119.81,2073.85,2167.2,5219.14,5237.3,4654.61,4726.92,4837.05,35261.82,44166.03,31660.82,31255.07,22112.65
200604,242.43,271.6,230.11,211.02,162.84,1052.13,1089.22,1132.51,1150.99,1034.41,2121.05,2247.15,2192.01,2111.9,2224.82,5418.88,5304.12,4777.51,4730.72,4925.98,35623.52,44845.6,32040.19,31527.25,22650.88
200605,239.5,267.79,231.01,212.63,167.44,1046.55,1085.52,1163.69,1162.17,1050.82,2094.4,2251.95,2203.25,2148.39,2264.96,5396.16,5308.08,4834.86,4978.55,4985.3,35337.77,45840.56,32852.38,32067.56,23304.01
